q121,bid,1,4673.807859420776,23442 
q121,rename,1,1122.3371028900146,23442 
q121,rename-force,1,1095.2508449554443,23442 
q121,rename-force-top20,1,27.608156204223633,20 
q121,rename-force-500ms,1,26.54123306274414,20 
q52,bid,1,246438.43698501587,809828 
q52,rename,1,134711.42673492432,809828 
q52,rename-force,1,131540.92812538147,809828 
q52,rename-force-top20,1,112.04028129577637,20 
q52,rename-force-500ms,1,111.36698722839355,20 
q31,bid,1,1863.7139797210693,10195 
q31,rename,1,389.30606842041016,10195 
q31,rename-force,1,588.6168479919434,10195 
q31,rename-force-top20,1,27.598142623901367,20 
q31,rename-force-500ms,1,21.988868713378906,20 
q142,bid,1,38714.349031448364,99218 
q142,rename,1,24696.5069770813,99218 
q142,rename-force,1,24017.41099357605,99218 
q142,rename-force-top20,1,203.3088207244873,20 
q142,rename-force-500ms,1,210.1430892944336,20 
q40,bid,1,4058.8138103485107,15373 
q40,rename,1,3145.801067352295,15373 
q40,rename-force,1,2353.489875793457,15373 
q40,rename-force-top20,1,28.15723419189453,20 
q40,rename-force-500ms,1,31.68010711669922,20 
q133,bid,1,85204.48279380798,264907 
q133,rename,1,40235.97192764282,264907 
q133,rename-force,1,38802.40702629089,264907 
q133,rename-force-top20,1,45.82023620605469,20 
q133,rename-force-500ms,1,47.512054443359375,20 
q150,bid,1,659.8339080810547,10 
q150,rename,1,643.8560485839844,10 
q150,rename-force,1,584.2928886413574,10 
q150,rename-force-top20,1,562.4980926513672,10 
q150,rename-force-500ms,1,526.9429683685303,10 
q23,bid,1,39595.21412849426,92924 
q23,rename,1,27626.71184539795,92924 
q23,rename-force,1,26698.024034500122,92924 
q23,rename-force-top20,1,205.18970489501953,20 
q23,rename-force-500ms,1,186.7349147796631,20 
q178,bid,1,1081.6612243652344,2707 
q178,rename,1,608.806848526001,2707 
q178,rename-force,1,635.9198093414307,2707 
q178,rename-force-top20,1,33.403873443603516,20 
q178,rename-force-500ms,1,31.776905059814453,20 
q105,bid,1,546.760082244873,596 
q105,rename,1,457.81397819519043,596 
q105,rename-force,1,410.0339412689209,596 
q105,rename-force-top20,1,38.19084167480469,20 
q105,rename-force-500ms,1,36.598920822143555,20 
q76,bid,1,303.67112159729004,4 
q76,rename,1,305.88412284851074,4 
q76,rename-force,1,293.4997081756592,4 
q76,rename-force-top20,1,285.65311431884766,4 
q76,rename-force-500ms,1,295.20177841186523,4 
q15,bid,1,790.1132106781006,2726 
q15,rename,1,374.30596351623535,2726 
q15,rename-force,1,385.31994819641113,2726 
q15,rename-force-top20,1,28.120994567871094,20 
q15,rename-force-500ms,1,33.43677520751953,20 
q166,bid,1,1578.9358615875244,3990 
q166,rename,1,774.9831676483154,3990 
q166,rename-force,1,764.1956806182861,3990 
q166,rename-force-top20,1,107.45906829833984,20 
q166,rename-force-500ms,1,101.52387619018555,20 
q68,bid,1,295.8540916442871,18 
q68,rename,1,307.99078941345215,18 
q68,rename-force,1,287.2889041900635,18 
